tick,waypoint_idx,loc_x,loc_y,loc_z,vel_x,vel_y,vel_z,speed,roll,pitch,yaw,throttle,steer,brake
7378,2774,-283.80045,391.69897,-0.011170464,0.00022008065,4.5084034e-05,-7.845878e-05,0.00023795764718670398,-0.00014168015373757016,2.5033949939102056e-05,1.9197266222942775,0.0,0.19997456954722181,0.9999847412109375
7379,2774,-283.80045,391.69897,-0.011176719,1.2127989e-06,-1.4855943e-06,-6.122589e-05,6.125591607997194e-05,-0.00010546117103981518,1.8119811016828318e-05,1.9197266222942775,0.0,0.14997456954722183,0.9999847412109375
7380,2774,-283.80048,391.69897,-0.011181335,8.9363573e-07,-1.5594321e-06,-4.4517517e-05,4.455378439160995e-05,-7.882956826634545e-05,1.335143969661034e-05,1.9197266222942775,0.0,0.09997456954722182,0.9999847412109375
7381,2774,-283.80048,391.69894,-0.011184807,7.0124116e-07,-1.4459638e-06,-3.3674238e-05,3.371256389073096e-05,-5.912217619975909e-05,9.65595217742024e-06,1.9197266222942775,0.0,0.04997456954722182,0.9999847412109375
7382,2774,-283.80048,391.69894,-0.011187286,5.788009e-07,-1.3029496e-06,-2.4199486e-05,2.4241448045358993e-05,-4.4208474095315355e-05,6.914138414316069e-06,1.9197266222942775,0.0,0.0,0.9999847412109375
7383,2774,-283.80048,391.69894,-0.011187286,0.0,-0.0,0.0,0.0,-4.4208474095315355e-05,6.914138414316069e-06,1.9197266222942775,0.0,0.0,0.9999847412109375
7384,2774,-283.80048,391.69894,-0.011187286,0.0,-0.0,0.0,0.0,-4.4208474095315355e-05,6.914138414316069e-06,1.9197266222942775,0.0,0.0,0.9999847412109375
7385,2774,-283.80048,391.69894,-0.011187286,0.0,-0.0,0.0,0.0,-4.4208474095315355e-05,6.914138414316069e-06,1.9197266222942775,0.0,0.0,0.9999847412109375
7386,2774,-283.80048,391.69894,-0.011187286,0.0,-0.0,0.0,0.0,-4.4208474095315355e-05,6.914138414316069e-06,1.9197266222942775,0.0,0.0,0.9999847412109375
7387,2774,-283.80048,391.69894,-0.011187286,0.0,-0.0,0.0,0.0,-4.4208474095315355e-05,6.914138414316069e-06,1.9197266222942775,0.0,0.0,0.8799847412109375
7388,2774,-283.80048,391.69894,-0.011187286,0.0,-0.0,0.0,0.0,-4.4208474095315355e-05,6.914138414316069e-06,1.9197266222942775,0.0,0.0,0.7599847412109375
7389,2774,-283.80048,391.69894,-0.011187286,0.0,-0.0,0.0,0.0,-4.4208474095315355e-05,6.914138414316069e-06,1.9197266222942775,0.0,0.0,0.6399847412109375
7390,2774,-283.80048,391.69894,-0.011187286,0.0,-0.0,0.0,0.0,-4.4208474095315355e-05,6.914138414316069e-06,1.9197266222942775,0.0,0.0,0.5199847412109375
