tick,waypoint_idx,loc_x,loc_y,loc_z,vel_x,vel_y,vel_z,speed,roll,pitch,yaw,throttle,steer,brake
684,0,-283.66833,393.28918,-0.011110687,0.5434412,1.5998319,-2.1171569e-05,1.689612627029419,-0.00024341293988788769,9.799003215435247e-05,1.5976564369172177,0.0,0.0,0.0
685,0,-283.64932,393.37183,-0.011127128,0.41945395,1.6409097,-1.4190674e-05,1.6936724185943604,-6.92421731033302e-06,6.079673382482156e-05,1.5825701619741368,0.0,0.0,0.0
686,0,-283.63852,393.45676,-0.011151962,0.16230795,1.6644295,-1.0232925e-05,1.672324538230896,0.0007392289551547648,3.2186506411471357e-06,1.5744360690567079,0.0,0.0,0.0
687,0,-283.63593,393.54175,-0.011157913,0.03037534,1.6559837,-1.019001e-05,1.6562622785568237,0.001324403403924153,-1.037120736749527e-05,1.5725739868225246,0.0,0.0,0.0
688,0,-283.63547,393.62643,-0.0111561585,0.0034809741,1.6498615,-8.649826e-06,1.6498651504516602,0.0013335508681273575,-5.3644179892240595e-06,1.572216856920345,0.0,0.0,0.0
689,0,-283.63547,393.71085,-0.011152725,-0.002502413,1.6437318,-3.3473968e-06,1.6437337398529053,0.0011190916290074828,3.814697056174383e-06,1.5720927536135472,0.0,0.0,0.0
690,0,-283.6356,393.79495,-0.011149254,-0.0036020768,1.6375728,-1.5830993e-06,1.637576699256897,0.0008777463612781861,1.2278555895582462e-05,1.5720032714009204,0.0,0.0,0.0
691,0,-283.63574,393.87875,-0.0111463545,-0.0034668136,1.6314203,1.4305114e-07,1.6314239501953125,0.0006700491196321722,1.9192694817856196e-05,1.5719179170879836,0.0,0.0,0.0
692,0,-283.63593,393.96222,-0.011144065,-0.003052591,1.6252825,-2.5749207e-06,1.6252853870391846,0.0005057114369747201,2.4557111791164923e-05,1.5718328290911554,0.0,0.0,0.0
693,0,-283.63608,394.04538,-0.011142502,-0.0026199534,1.619166,-6.341934e-07,1.6191681623458862,0.0003797805228752445,2.8848646995276438e-05,1.5717474747782183,0.0,0.0,0.0
694,0,-283.6363,394.1282,-0.011141204,-0.002233245,1.6130712,-5.197525e-07,1.6130727529525757,0.00028449839272222887,3.147125071343866e-05,1.571661720991118,0.0,0.0,0.0
695,0,-283.63647,394.2108,-0.011140403,-0.0018990687,1.6070007,-1.373291e-06,1.6070019006729126,0.0002128073932979927,3.3497808778510135e-05,1.5715766329942897,0.0,0.0,0.0
696,0,-283.63647,394.29303,-0.011139793,-0.0016106932,1.6009535,-2.4318695e-06,1.600954294204712,0.00015897995650252525,3.5166738232628756e-05,1.5714908792071893,0.0,0.0,0.0
697,0,-283.6365,394.37494,-0.011139335,-0.0013582596,1.5949303,-2.951622e-06,1.59493088722229,0.00011859578595877147,3.6239622033656635e-05,1.5714045927878706,0.0,0.0,0.0
698,0,-283.63654,394.45663,-0.011139182,-0.0011336007,1.5889331,-2.1600722e-06,1.5889334678649902,8.833860080016329e-05,3.6835667686747385e-05,1.5713188390007702,0.0,0.0,0.0
699,0,-283.63657,394.53802,-0.011138878,-0.0009306508,1.5829571,-2.1219253e-06,1.58295738697052,6.563101976366386e-05,3.7312505834684514e-05,1.571232419423397,0.0,0.0,0.0
700,0,-283.6366,394.61908,-0.011138763,-0.000743464,1.577006,-3.2806395e-06,1.5770061016082764,4.8631830409352835e-05,3.778934398262165e-05,1.5711458666879694,0.0,0.0,0.0
701,1,-283.63663,394.69983,-0.011138725,-0.0005685663,1.5710773,-3.2901762e-06,1.5710774660110474,3.5879983942175464e-05,3.778934398262165e-05,1.5710587813203238,0.0,0.0,0.0
702,1,-283.63666,394.7803,-0.011138763,-0.00040300004,1.5651727,-1.0490418e-06,1.565172791481018,2.6329806837378235e-05,3.778934398262165e-05,1.5709718291107329,0.0,0.0,0.0
703,1,-283.6367,394.86053,-0.011138763,-0.0002448089,1.5592887,-7.534027e-07,1.559288740158081,1.9179349754044215e-05,3.778934398262165e-05,1.5708852763753052,0.0,0.0,0.0
704,1,-283.63672,394.94043,-0.011138801,-9.293271e-05,1.5534322,-8.678436e-07,1.5534322261810303,1.380329343876732e-05,3.778934398262165e-05,1.5707983241657142,0.0,0.0,0.0
705,1,-283.63675,395.02,-0.011138801,5.5515975e-05,1.5475979,-1.4877319e-06,1.547597885131836,9.799453265927688e-06,3.778934398262165e-05,1.570711105640014,0.0,0.0,0.0
706,1,-283.63678,395.09927,-0.011138687,0.00020038181,1.5417863,-1.4448166e-06,1.5417863130569458,6.779774976269711e-06,3.778934398262165e-05,1.570622555533769,0.0,0.0,0.0
707,1,-283.63684,395.17834,-0.011138763,0.00034176724,1.5359993,-3.1900406e-06,1.5359992980957031,4.514183716410979e-06,3.778934398262165e-05,1.5705353370080688,0.0,0.0,0.0
708,1,-283.63687,395.25705,-0.011138763,0.0004814258,1.5302315,-1.1062622e-06,1.5302314758300781,2.821899892663719e-06,3.778934398262165e-05,1.5704473195340418,0.0,0.0,0.0
709,1,-283.6369,395.3355,-0.011138916,0.0006186588,1.5244889,-2.3269654e-06,1.5244890451431274,1.5640633717396582e-06,3.7312505834684514e-05,1.570359967850287,0.0,0.0,0.0
710,1,-283.63693,395.41367,-0.011138878,0.0007542406,1.5187672,-2.4604797e-06,1.5187673568725586,6.119516489726547e-07,3.7312505834684514e-05,1.570271684060151,0.0,0.0,0.0
711,1,-283.63696,395.49155,-0.011138992,0.0008890367,1.5130707,-2.0742416e-06,1.5130709409713745,0.0,3.7312505834684514e-05,1.570183666586124,0.0,0.0,0.0
712,1,-283.637,395.56912,-0.011139069,0.0010225436,1.5073944,-1.4162064e-06,1.507394790649414,-5.326327894682224e-07,3.7312505834684514e-05,1.5700947170057151,0.0,0.0,0.0
713,1,-283.63705,395.64642,-0.011139069,0.0011551369,1.501743,-1.7356872e-06,1.5017434358596802,-1.0652638010846123e-06,3.6835667686747385e-05,1.570005900583361,0.0,0.0,0.0
714,1,-283.6371,395.7235,-0.011139182,0.0012868735,1.496113,-6.67572e-08,1.4961135387420654,-1.597896654047543e-06,3.6835667686747385e-05,1.569916817844898,0.0,0.0,0.0
715,1,-283.63712,395.80026,-0.011139259,0.0014178188,1.4905069,-2.5844574e-06,1.4905074834823608,-1.597896654047543e-06,3.6835667686747385e-05,1.5698274687903258,0.0,0.0,0.0
716,1,-283.63718,395.87668,-0.011139297,0.001547787,1.4849186,-1.7881393e-06,1.4849194288253784,-1.597896654047543e-06,3.6835667686747385e-05,1.569737986577699,0.0,0.0,0.0
717,1,-283.6372,395.95285,-0.011139297,0.0016767774,1.4793562,-8.869171e-07,1.479357123374939,-1.597896654047543e-06,3.6239622033656635e-05,1.5696478385747998,0.0,0.0,0.0
718,1,-283.63724,396.02878,-0.011139335,0.0018052289,1.4738133,-4.339218e-07,1.4738143682479858,-2.130529380021057e-06,3.6239622033656635e-05,1.5695584895202277,0.0,0.0,0.0
719,1,-283.6372,396.1044,-0.011139488,0.0019326925,1.4682934,9.536743e-09,1.4682947397232056,-2.1305276021692246e-06,3.6239622033656635e-05,1.569468474675383,0.0,0.0,0.0
720,1,-283.63705,396.1798,-0.0111394115,0.002059633,1.4627964,-2.3603438e-06,1.4627978801727295,-2.130529380021057e-06,3.6239622033656635e-05,1.5693776608822114,0.0,0.0,0.0
721,1,-283.6369,396.25494,-0.011139564,0.0021861987,1.4573184,-3.1948088e-07,1.457319974899292,-2.1305276021692246e-06,3.6239622033656635e-05,1.5692875128793122,0.0,0.0,0.0
722,1,-283.63672,396.32974,-0.011139526,0.0023117957,1.4518664,-6.866455e-07,1.4518681764602661,-2.130529380021057e-06,3.5762783885719506e-05,1.569196299611977,0.0,0.0,0.0
